State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn.
CT,124,415,386-8432,no,no,-1,151.1,98,25.5,119.8,120,10.4,152.8,80,6.3,8.6,3,2.3,2,False.
NJ,35,408,337-1802,no,no,,158.6,67,26.9,129.5,97,11.5,229.6,79,9.7,6.4,6,1.4,2,False.
WY,134,510,366-1084,no,no,-1,296,93,50.1,225.6,117,19.4,246.9,97,10.5,11.9,10,3,0,True.
LA,123,510,352-4182,no,yes,31,212.2,77,36,250.5,78,21.5,208.7,84,8.8,5.9,3,1.6,3,False.
NV,124,415,368-5628,no,no,-1,234.7,61,39.7,178.6,111,15.6,285.4,116,12.3,9.8,7,2.6,3,False.
WV,133,510,333-8996,no,no,0,176.8,92,30.1,186.7,,16.2,197,87,8.3,5.9,4,,2,False.
AR,185,415,353-2557,no,yes,18,157.2,123,26.5,,95,22,,106,8,9,7,2.2,0,False.
SC,1,415,356-8621,no,yes,25,146.8,68,24.9,172,67,14.8,174,112,7.3,9.5,2,2.5,1,
KS,107,415,354-6942,no,no,-1,260.5,108,,101.4,110,9,129.8,147,5.2,9.2,6,2.5,1,False.
NY,91,415,377-9829,,yes,19,146.1,98,24.8,276.6,104,23.8,137.7,99,5.5,5.4,4,1.5,1,False.
MI,178,408,348-4660,no,,-1,124.5,134,,140.4,78,12.3,,112,11.4,10.9,3,2.7,2,True.
MA,123,415,410-5199,no,no,-1,209.3,49,35.5,236.6,117,20.5,239.4,97,10.2,9.3,12,2.5,1,False.
UT,170,415,397-6542,no,no,-1,285.7,44,48.6,166.6,144,14.6,260.1,96,11,8.1,5,2.2,1,True.
HI,135,415,333-4492,no,,-1,191,44,32.4,160.4,110,13.9,231.9,,9.9,,2,,1,False.
PA,85,408,405-9573,no,no,-1,144.6,88,24.4,263.7,106,22.8,185.5,93,7.6,,4,2.4,1,False.
OR,134,415,359-7255,no,yes,49,208.9,,35.6,131.9,104,11.6,136.9,,5.3,10.6,4,2.8,2,False.
TN,148,415,419-5501,no,yes,35,77.6,141,12.9,206.3,61,17.9,255.8,114,10.8,10.3,3,2.5,1,
CT,93,415,404-4809,no,no,-1,271.1,101,45.9,236.5,134,20.6,145.5,102,5.8,7.9,7,2,1,True.
AZ,138,415,344-6334,no,no,-1,240.9,104,40.8,143.5,93,12.5,125.9,,4.9,10.9,2,2.9,0,False.
OR,159,510,400-1899,no,no,-1,115,,19.3,191.8,101,16.7,259.2,107,11.3,11.7,6,2.9,0,False.
DE,103,415,346-5053,no,yes,,138.7,80,23.5,141.4,108,12.4,183.9,76,7.6,11.3,7,2.9,1,
MA,150,408,398-2148,no,yes,26,209.6,112,35.6,,80,13.4,251.7,110,10.7,6.5,6,1.7,0,False.
CT,37,408,347-7675,no,no,-1,135.1,98,22.8,247.6,131,21.5,236.2,112,10,13.9,3,3.8,3,False.
AR,33,415,411-8956,no,no,-1,163.9,99,27.8,152.2,102,13.2,124,103,4.9,5.8,5,1.5,,False.
SD,55,415,390-3761,no,no,-1,245.4,130,41.5,191.9,54,16.7,141.9,82,5.6,8.5,5,2.2,1,False.
CT,134,408,377-3876,no,yes,31,80.3,94,13.6,198.9,,17.4,170.9,116,6.9,16.1,4,4.2,0,False.
CT,107,408,345-2476,no,no,-1,90.7,90,15.3,206.5,110,18,169.6,96,6.9,5.1,6,1.2,2,False.
MA,80,408,337-7879,no,yes,35,190.2,114,32.2,255.9,79,22.1,215.1,144,8.9,3.3,5,0.7,1,False.
MS,78,408,361-7283,no,no,-1,108.6,108,18.2,209.1,126,18,222.7,116,9.4,7.2,6,1.8,1,True.
MT,85,408,372-4868,no,yes,,89.8,88,15.4,232.4,75,20.1,165.8,,6.8,8.8,8,2.3,4,
AK,61,415,346-8863,no,yes,14,252.5,106,42.7,187.2,69,16.4,259.8,136,11,9.4,4,2.5,2,False.
DE,97,415,390-5267,no,yes,31,183.5,94,31.2,268.2,121,23.3,203.5,37,8.5,6.1,5,1.5,5,False.
OH,136,408,392-1547,no,no,-1,183.4,103,31,141.1,113,12.3,200.6,,8.3,,10,2.4,2,False.
MN,135,408,340-8177,,no,-1,155.3,100,26.2,135,85,11.9,184.4,82,7.5,3.1,10,1,3,False.
CA,87,415,383-4802,no,yes,18,165.7,122,28.1,186,89,16.1,249.7,78,10.6,,,,1,
OH,165,510,378-8567,no,no,-1,209.2,67,35.5,273.1,,23.7,150.3,87,6,12.4,2,3.3,0,False.
NV,148,415,406-7844,no,no,-1,279.2,103,47.3,200.7,87,17.5,280.9,98,12,,3,1.9,2,
SC,99,415,402-9173,no,no,-1,174.1,102,29.5,98.3,118,8.7,211.8,125,9,7.2,2,1.8,2,False.
WV,123,415,352-3440,no,no,-1,175.7,78,29.9,183.7,,16,156.8,91,6.5,8.6,3,2.1,2,False.
NM,127,415,363-1413,no,no,-1,256.6,87,43.4,221.2,102,19,156.8,121,6.4,12.6,4,3.2,1,
WY,151,415,394-8861,no,no,-1,170.4,,28.9,186.6,84,16.2,119.5,99,4.7,3.5,4,1.1,,False.
CA,185,408,358-4036,no,no,-1,139.7,,23.7,249.4,115,21.6,158.3,79,6.6,10.2,5,2.7,1,False.
KS,65,415,392-4680,no,yes,33,208.8,119,35.4,141.3,106,12.3,214.5,86,9.2,12,4,3,4,False.
WY,58,510,354-2762,no,no,-1,210.1,126,35.4,248.1,108,21.4,158.7,87,6.5,13.7,3,3.6,4,False.
OK,104,415,371-5811,no,no,-1,113.7,87,19.3,157.9,99,13.8,187.9,86,8,10,7,2.4,2,False.
UT,44,415,387-2014,no,,-1,202.7,89,34.2,162.3,96,14.2,268.1,150,11.5,7.7,4,2,0,False.
MA,58,408,411-6598,no,no,-1,174.4,112,29.5,264.7,122,22.8,,86,7.6,-0.5,1,-0.3,4,False.
UT,108,415,355-9356,yes,no,-1,210.5,117,35.6,163.6,103,14.2,201.4,67,8.3,8.7,6,2.1,0,False.
MN,132,510,406-4720,no,no,-1,121.6,88,20.5,252.2,,21.7,195.7,119,8.3,,5,2.5,1,False.
NE,80,415,356-7239,no,no,-1,127.9,,21.6,181,112,15.7,,62,,15.4,2,4.1,2,False.
OH,162,415,328-8747,no,no,-1,135.3,98,22.8,241.2,107,20.9,246.8,,10.5,9.6,3,,2,False.
KY,110,510,388-9464,no,no,,99.3,62,16.8,274.2,87,23.6,212.2,93,8.7,16,4,4.3,2,False.
WA,96,415,406-2866,yes,no,-1,276.7,105,47.1,246,94,21.4,254.4,106,10.7,9.8,4,2.6,1,True.
NY,168,408,333-5729,no,no,-1,163.5,,27.9,239.2,87,,164,146,6.8,11.1,2,,2,True.
IN,72,510,391-1499,no,no,-1,287.3,116,48.6,234.6,127,20.3,292.3,113,12.3,4.2,3,1.1,4,True.
CO,125,408,386-8690,no,yes,22,120.6,104,20.3,227,115,19.7,158.5,99,6.6,9.5,3,2.6,1,False.
DC,170,510,391-2231,no,no,-1,184.1,106,31.2,204.2,70,17.6,224.4,132,9.3,9.4,4,2.5,2,False.
AK,71,510,332-2275,no,no,-1,185.2,84,31.3,,130,20.1,190.9,81,7.8,14.2,5,3.7,3,False.
SC,124,415,340-4028,no,no,-1,160.9,109,27.2,143.3,153,12.4,120.7,96,4.7,12.1,13,3,1,False.
KS,68,415,363-3486,,no,-1,207.5,68,35.2,250.5,123,21.5,191.8,99,7.8,10.5,7,,2,False.
UT,97,415,418-3181,no,no,-1,209.3,134,35.5,-1,0,0.3,175.4,93,,11.1,7,2.9,1,False.
IL,98,510,351-3316,no,no,-1,158.4,71,27,305.8,66,26.5,144.5,92,5.9,1.3,5,0.3,1,False.
DC,24,408,369-3626,no,no,-1,,73,,130,81,11.4,238.7,68,10.2,7.7,3,2.1,2,True.
DC,136,510,353-2763,no,no,-1,204.6,63,34.6,208.1,95,18.1,223.8,118,9.4,,3,2.4,0,False.
OK,44,408,358-7165,no,no,-1,,86,48.9,175.1,87,15.3,215.4,105,9.2,9,3,2.3,0,True.
KY,96,415,353-3223,yes,yes,39,,90,18.2,205.5,154,17.8,126.4,117,4.9,12.8,5,3.2,0,False.
NE,31,415,338-9044,no,no,-1,97.7,129,16.3,259.5,78,22.3,88.7,99,3.3,6.5,5,,1,False.
AL,72,415,341-7296,no,no,-1,166.7,102,28,,103,22.5,262.7,84,11,12.7,6,3.2,0,False.
HI,24,415,398-4431,no,no,-1,156.2,104,26.6,89.3,101,8.1,205.2,115,8.4,6.5,6,1.7,1,
SC,112,415,408-5601,no,yes,30,225.2,89,38.3,255.8,117,22.2,249.9,86,10.6,11,1,2.8,4,False.
GA,117,415,328-5188,no,no,-1,287.3,118,48.7,258.8,84,22.2,153.2,86,6.1,,4,2.3,,True.
KS,137,415,329-4474,no,yes,,175.4,96,29.7,240.5,146,20.9,211.7,108,,7.3,3,1.9,0,False.
PA,136,408,357-4573,no,no,-1,102,75,17.2,218.7,98,18.9,73.7,,2.6,9.1,6,,0,False.
UT,95,415,341-7112,no,no,-1,157.9,103,26.6,258.8,91,22.5,230.1,116,9.8,13.3,3,3.4,0,False.
OR,82,415,400-3147,no,yes,18,146.6,73,24.9,245.6,66,21.1,199.1,113,8.3,3.5,5,0.9,1,False.
ND,145,415,378-1936,,no,-1,246.1,116,41.7,286,92,24.6,240.6,114,10.2,8.2,14,2.1,,True.
KY,56,415,347-1640,no,no,,177.7,,30,214.8,110,18.6,236.7,66,9.8,9.8,6,2.4,1,False.
MN,155,408,374-9531,no,no,-1,,145,42.7,151.5,105,13.4,148,103,6,9.4,6,2.4,2,False.
OH,133,408,380-4374,no,no,-1,117.7,100,20.1,198.4,106,17.2,244,118,10.3,11.2,5,2.8,0,True.
TX,53,415,380-9409,no,no,-1,,113,20.1,188.8,85,16.3,256.2,107,10.9,12.2,8,3.2,2,False.
WY,123,415,387-1116,no,no,-1,242.2,87,40.9,225.2,102,19.5,268.6,120,11.4,7.6,4,1.9,5,True.
GA,136,415,400-7509,no,no,,163.4,83,27.7,248.5,120,21.7,249.7,89,10.6,9.3,5,2.4,7,False.
TX,57,415,403-6225,no,no,-1,160.9,113,27.5,207.2,134,17.9,208.1,80,8.8,8,5,1.7,3,False.
WV,62,408,382-8274,no,no,-1,128.7,111,21.7,168.6,104,,193.7,96,8,9.8,6,2.5,1,False.
NM,112,415,354-5764,no,no,-1,81.5,94,13.8,267.4,,23,140.8,74,5.8,7.8,19,1.9,1,False.
MI,55,415,387-6912,no,yes,19,207.8,91,35.2,198.9,113,17.3,,110,9.1,6.8,1,1.7,1,False.
NC,95,408,384-3413,no,,-1,128.6,115,21.8,215.5,89,18.6,255.5,95,10.8,5.7,3,1.5,6,True.
NY,125,415,367-3950,no,,-1,233.3,65,39.3,208.9,94,18.1,,,8.9,8.6,5,1.8,1,False.
TX,1,415,396-4254,no,no,-1,182,106,30.8,134.3,106,11.7,152.3,74,6.1,9.5,3,2.5,5,True.
KY,98,415,333-3010,no,yes,35,168,80,,162.3,125,14.2,172.8,119,7.1,7.4,3,2,6,True.
SD,105,415,393-1891,no,no,,251.7,88,42.7,174.4,104,15.2,184.6,111,7.8,4.8,6,1.1,1,False.
ID,113,415,336-9053,no,yes,29,183.7,102,30.9,182.7,124,16,235,51,9.8,11,8,2.9,0,False.
OR,99,408,353-3372,yes,no,-1,256.4,44,43.4,213.7,105,18.6,233.7,74,9.7,7.4,2,1.8,3,True.
WI,103,415,386-8943,no,no,-1,180.3,134,30.5,96.8,85,8.7,181.8,133,7.7,7.8,4,2.1,1,False.
WV,177,408,376-9716,no,no,-1,227.8,,38.7,,97,14.3,217.1,105,9.2,7.4,5,1.9,1,False.
SC,149,415,370-8676,yes,yes,19,147.7,132,25,276,95,24,149.9,109,6.1,9.6,7,2.5,0,False.
CT,160,415,360-2329,no,no,-1,235,136,39.9,269.9,134,23.3,219.4,101,9.1,13.2,3,3.3,1,True.
NV,116,408,360-1320,no,no,-1,111,54,18.9,212.6,82,18.4,186.4,115,7.9,7.5,3,1.8,2,False.
ND,90,415,329-8638,no,yes,21,124.6,94,21.1,231,91,19.9,222.4,107,9.4,5.8,12,1.5,1,False.
MI,148,415,385-1118,no,no,-1,233.6,81,39.7,186.8,72,16.2,122.5,96,4.9,9,3,2.2,0,True.
MT,147,415,408-8269,no,yes,34,197.2,134,33.5,140.5,99,12.3,212.2,89,8.9,9.4,5,2.6,2,True.
NE,95,510,391-2334,,no,-1,58.2,96,9.8,201.2,126,17.4,210.5,96,8.9,9.9,5,2.5,0,False.
UT,201,510,373-8900,no,no,-1,212.7,72,36,224.5,91,19.5,195.1,98,8.2,6.6,7,1.6,1,False.
WV,80,415,382-3512,no,no,-1,151.4,89,25.7,131,78,11.3,235.3,130,10,11.2,5,2.8,0,False.
AR,122,415,420-4089,no,no,-1,146.1,,24.8,217.8,93,18.9,236.1,96,10,10.9,6,2.6,1,
MT,132,408,406-8465,no,no,-1,195.2,100,33.2,148.1,95,12.9,224.6,116,9.4,6.2,2,1.5,,False.
UT,83,510,386-6114,no,no,-1,208.9,71,35.5,214,92,18.5,247.9,107,10.5,12.5,6,3.3,1,
HI,99,408,413-9328,no,no,-1,135.7,107,22.9,207.4,104,18.1,209,94,8.7,8.1,4,2.2,7,True.
KS,84,415,335-7144,,no,-1,226,86,38.3,274.8,,23.6,201.5,107,8.3,13.7,4,3.6,3,True.
NY,46,415,414-5177,no,no,-1,122.3,67,20.6,166.3,62,14.4,194.7,97,8,9,7,2.4,1,False.
OH,87,510,350-5993,no,no,-1,153.2,106,25.8,223.8,117,19.2,273.5,151,11.4,8.3,6,2.1,2,False.
HI,150,415,370-1465,no,no,-1,214.2,117,36.4,191.6,89,,242.7,98,10,7.2,5,1.8,1,False.
KS,73,408,385-2370,,no,-1,194.7,112,32.9,166.6,,14.3,100.4,60,4,10.3,7,2.7,,False.
IN,7,415,358-9146,no,no,-1,206.8,87,35.1,280.3,83,24.1,158.5,76,6.5,10.4,6,2.7,3,False.
OR,89,415,357-8515,no,yes,11,188,104,31.9,150.5,108,13.2,201.9,,8.5,10,4,2.4,2,False.
NY,131,408,406-8995,no,no,-1,,83,20.7,118,94,10.5,148,94,5.9,13.3,4,3.4,3,True.
VA,105,415,344-3145,no,no,-1,259.4,96,43.8,174.6,98,15.3,222.5,35,9.3,11.5,6,2.9,3,False.
MI,108,408,341-9890,no,no,-1,115.1,,19.3,210.6,71,18.3,136.2,84,5.4,13.3,4,3.4,2,True.
ID,47,415,365-4387,no,,27,173.1,109,29.3,136.8,95,11.9,203.9,108,8.6,7.6,7,2,1,False.
MO,101,415,375-3341,no,no,-1,156.4,116,26.5,129.6,114,11.4,207.2,108,8.6,6.6,6,1.8,1,False.
AL,182,415,418-3096,no,yes,23,128.1,104,21.7,142.4,127,12.3,190.8,97,8,11.1,4,,1,False.
OR,161,408,378-3879,no,no,-1,196.4,73,33.3,169.3,79,14.7,194.4,78,8.1,11.9,4,3.2,1,False.
VT,128,408,344-1362,no,no,-1,227.7,130,38.5,301.6,71,25.9,191.5,81,8,5.1,8,1.3,1,True.
AZ,69,415,419-3937,no,yes,30,194.8,63,33.1,190.8,91,16.5,153,128,6.3,12.6,,3.3,2,
VA,113,408,348-4961,no,yes,33,44.9,63,7.7,133.3,82,,168.5,117,6.8,12.6,,3.4,1,False.
PA,87,408,329-1410,no,yes,29,263,114,44.6,215,131,18.5,154.8,87,6.2,7.2,3,1.9,0,False.
CO,71,415,332-9896,no,no,-1,211.2,70,35.9,251.8,122,21.9,225.9,103,9.4,11.6,4,3.1,0,False.
KY,76,415,407-8575,no,no,-1,204.1,69,34.4,,110,19.3,240.4,84,10.1,9,5,2.2,1,False.
NJ,87,510,387-2799,no,no,-1,223.2,109,37.9,126.8,87,11.2,289.3,82,12.5,13.8,4,3.8,3,False.
IL,117,408,373-9108,no,no,-1,,82,20.1,186.7,108,16.1,189.4,96,7.6,10.8,4,2.9,1,False.
WA,177,415,345-3947,yes,no,-1,266.2,91,45.1,224.3,80,19.4,224.6,57,9.5,8.4,8,2.2,3,True.
WV,95,415,356-7511,no,no,-1,134.4,104,22.9,151.3,95,13.1,236.5,79,10,8.7,4,2.4,1,
RI,76,415,343-4516,no,no,-1,171.2,78,28.9,256.4,84,22.3,,91,3.5,15.7,4,4.2,1,False.
OH,66,415,408-6305,yes,no,-1,170.5,103,29,253.5,77,21.9,197.5,137,,9.8,2,2.6,2,
MO,110,415,338-7305,no,no,-1,178.5,124,30.2,146,141,12.7,217.2,101,9.2,9.3,8,2.3,1,False.
MD,204,510,401-3077,no,no,-1,205.3,145,34.6,154.1,96,13.5,191.6,76,8.1,13.5,6,,2,False.
OH,32,415,401-6977,no,yes,30,232.9,97,39.6,182.7,112,15.9,,110,8.6,12.4,,3.2,0,False.
VA,133,408,385-1464,no,yes,38,239.8,107,40.7,253.1,77,21.9,128.7,84,4.9,6.1,4,1.5,5,False.
FL,185,408,417-5034,no,no,-1,55.6,97,9.4,288,84,24.9,111.2,109,4.2,11.4,4,2.9,2,False.
CO,103,415,420-7066,no,yes,,153.6,78,26,241.1,108,20.8,244.7,109,10.2,10.1,4,2.5,1,False.
NY,91,510,394-8256,no,no,-1,109.8,100,18.7,188.8,104,16.4,,84,8.6,10.4,4,2.9,1,False.
WV,131,415,362-5044,no,no,-1,196.2,89,33.2,184.5,87,15.9,,131,10.5,4.5,6,1.1,2,False.
LA,153,510,350-2075,no,no,-1,166.9,,28,142.5,122,12.6,210.8,129,8.7,11.1,4,2.9,0,False.
MA,132,415,343-5372,no,yes,24,113.3,96,19.3,269,107,23.2,229.2,86,9.7,,8,1.5,2,False.
UT,148,510,377-9520,no,no,-1,202.9,,34.4,150.1,125,13.2,245.6,,10.5,14,10,3.5,1,False.
AL,141,408,391-6773,,no,,242.7,90,41.1,233.3,81,20.1,211.6,,8.8,5.2,4,1.4,5,False.
ME,105,415,403-4442,no,no,-1,156.7,102,26.6,139.3,135,12,227.5,110,,11.7,,2.8,2,False.
TX,169,408,379-5885,no,no,-1,266.7,105,45.1,157.5,88,13.7,287.8,110,12.5,13.3,3,3.5,3,
ND,127,415,399-1021,,yes,22,182,80,30.6,215.5,85,18.4,157,,6.3,9.3,4,2.3,1,False.
CO,57,415,342-4004,no,no,-1,85.9,92,,193.2,128,16.7,231.5,92,9.7,9.3,3,2.3,0,False.
LA,123,415,382-7659,no,yes,32,146.8,87,24.9,114,59,10.2,220.4,,9.1,2.3,8,0.7,0,False.
MT,103,510,342-1004,no,yes,34,110.5,101,18.8,207.4,81,17.9,87.4,76,3.4,13.3,3,3.4,4,True.
OR,101,415,398-5851,no,no,-1,118.6,89,20,198.7,98,17.4,53.6,60,,11,6,2.9,1,False.
NH,123,415,396-4869,yes,yes,21,197.6,105,33.5,79.1,87,7,121,82,4.8,15,13,3.9,2,False.
NE,78,510,422-8333,no,yes,31,210.2,116,35.6,191.5,83,16.4,246.1,92,10.4,10.1,5,2.6,6,False.
WV,101,415,367-9127,no,yes,27,220.1,96,37.2,285,72,24.5,202.9,110,8.5,8.9,6,2.3,4,False.
NV,129,415,420-3028,yes,no,-1,150,98,25.4,231.7,101,20.1,261.3,122,11.1,12,6,3.1,1,False.
MA,67,415,357-6348,no,yes,33,161.6,114,,206.6,115,17.9,205.8,113,8.8,8.7,5,2.3,0,
MI,37,415,386-1131,,no,-1,191.4,,32.3,166.5,99,14.6,216.7,111,8.9,13.5,6,3.5,3,False.
KY,64,415,349-8391,yes,no,-1,146.7,,25,147.4,91,13,238.7,68,10.1,12.1,3,3.1,3,False.
WV,173,510,421-1484,no,no,-1,109.5,103,18.4,100.5,111,8.8,167.3,105,6.8,7.2,8,1.8,1,False.
KY,135,510,414-2663,no,no,-1,143.8,115,24.5,249.1,68,21.6,211.6,81,,12.9,3,3.4,1,False.
NJ,75,415,327-6989,no,yes,41,249.1,93,42.3,170.1,109,14.7,104.6,90,4.1,10.6,9,2.6,1,False.
ME,88,415,405-5513,no,,-1,85.8,112,14.5,220.8,70,19,190.7,,8,10.9,4,2.7,4,True.
TX,112,415,345-9168,no,no,-1,214.9,112,36.3,209,104,18.1,164.3,96,6.8,8.9,6,2.1,3,False.
MN,113,408,417-5146,no,no,-1,158.8,137,27,242,110,21,248,96,10.5,6,5,1.4,0,False.
VA,121,510,339-2792,,yes,27,110,94,18.8,140.7,76,12.3,237.4,86,10,5.9,4,1.6,2,False.
DC,70,415,345-8397,,no,-1,152.9,145,25.8,182.9,102,15.9,151.9,74,6.2,,2,,1,False.
MD,90,415,344-6404,no,no,-1,145.7,103,24.7,196.2,137,17,294.5,82,12.8,10,5,2.6,0,False.
RI,39,408,417-9455,no,no,-1,93.4,83,15.7,198.8,114,17.5,206.4,103,8.5,6.2,4,1.4,0,False.
MA,142,408,343-1009,no,no,-1,,134,36.6,186.9,106,16.3,138,107,5.6,7.7,3,2.1,0,False.
MD,176,408,365-3493,no,no,-1,201.9,101,34.2,153.7,79,13.4,164.3,78,6.7,8.4,2,2,1,False.
NM,105,408,376-7043,no,no,-1,146.3,81,24.8,224.3,81,,230,116,9.7,7.9,,2,1,False.
MN,57,415,348-5728,no,no,-1,272.7,74,46.1,224,85,19.4,178.4,104,7.3,9.9,4,2.6,2,True.
MI,110,510,357-5784,no,no,-1,19.1,92,3.2,257.7,81,22.3,109.6,,4.3,14.1,4,3.7,1,False.
AZ,88,415,417-9844,no,no,-1,,80,29.2,192.7,91,16.7,89.4,106,3.2,12.3,6,3.2,2,False.
AL,95,408,333-7225,no,no,-1,190.1,119,32.2,156.2,,13.6,181.5,119,7.6,13.6,7,3.5,0,False.
MI,147,415,382-4943,no,no,-1,130.8,83,,207.3,144,18,204.8,71,8.5,14.9,,4,,False.
SC,101,415,345-4589,no,no,-1,158.4,92,26.7,187.4,117,16.2,219.6,124,9.3,12.9,5,3.4,4,True.
MS,115,415,404-6337,no,no,-1,166.4,111,28.3,235.4,98,20.5,205.7,91,8.6,15,3,3.9,,False.
MS,103,415,412-1470,no,no,-1,129.3,103,21.9,202,89,17.5,233,125,10.1,12.2,2,3,2,False.
CA,82,415,394-9220,yes,no,-1,199.3,112,33.8,192.5,120,16.7,254.7,116,10.9,6.6,11,1.7,0,False.
MD,141,415,364-5362,no,no,-1,185.3,126,31.5,232.2,98,20.2,152.2,105,6.2,8.5,8,2.2,0,False.
ND,149,408,372-9852,no,no,-1,175.6,80,29.7,196.6,127,17.1,188.1,101,7.7,9.1,3,2.4,2,False.
IL,131,510,394-9984,no,no,-1,263.5,123,44.6,151.1,75,13.3,218.6,100,9.2,10,3,,2,False.
SD,119,510,402-1668,no,no,-1,94.3,108,15.7,263.4,101,22.6,203.7,78,8.8,6.7,4,1.6,1,False.
AL,112,510,339-5659,no,no,-1,189.4,83,32,218.3,89,18.9,168,115,7,6.5,9,1.6,3,False.
NV,116,510,341-7279,no,yes,35,118.2,103,19.9,166.5,106,14.6,205.8,101,8.7,11.3,,,2,False.
LA,94,415,371-3236,no,no,-1,212.1,98,35.9,188.6,90,16.5,352.3,94,15.3,7.9,6,2,3,False.
VA,90,408,343-5679,no,no,-1,222,93,37.7,186.2,103,16.3,282.3,,12.1,11.9,6,3,1,False.
DE,114,415,347-4626,no,yes,30,223,98,37.6,179.8,106,15.6,151.3,100,6.3,12.4,5,3.2,0,False.
CT,63,408,344-8498,no,,24,190.1,137,,115.9,77,10.2,141.5,109,5.8,11.7,3,3.2,1,False.
CO,130,408,349-3005,yes,no,-1,271.8,129,46.2,236.3,128,20.3,210.2,90,8.7,8.2,3,2,4,True.
MA,122,408,371-3498,,yes,28,195.4,83,33.2,267.4,94,23.3,168,94,6.8,8,6,2,3,False.
OR,166,510,367-4853,no,no,-1,199.6,93,34,213.4,99,18.5,196.8,109,8.3,6.5,5,1.8,3,False.
WA,62,415,422-3454,yes,no,-1,100.2,98,16.8,172.8,96,15,218,121,,9.6,5,2.4,0,False.
SC,78,415,403-8915,yes,yes,20,160.6,85,27.1,222.4,80,19.3,124,91,4.9,8.8,1,2.3,2,False.
IN,148,415,371-2418,no,yes,25,158.7,91,27,159.7,128,13.9,218.4,87,9.2,9.3,4,2.2,1,False.
MD,154,510,411-2977,no,no,-1,,122,26.2,213.6,72,18.7,178,104,7.5,11.5,3,,3,True.
NV,110,408,389-8163,no,yes,33,192.3,114,32.5,,,11.5,136.6,101,5.4,5.7,13,1.5,1,False.
TX,75,415,417-4456,yes,no,-1,305.1,106,51.7,187.3,115,16.2,235.4,115,9.9,7.8,6,2.2,0,True.
ND,84,408,351-1894,no,yes,37,193.1,106,32.6,152.7,106,,260.4,86,11.1,6.9,6,1.7,2,False.
WV,113,510,386-6408,no,no,-1,72.5,88,12.2,203.1,112,17.6,118,117,4.8,6,4,,1,False.
CO,181,510,370-9592,no,yes,39,105.3,61,18,340.4,79,29.1,165.8,96,6.7,5.8,4,1.5,2,False.
TX,51,415,397-9251,no,no,-1,180.6,88,30.6,133.7,102,11.8,170.6,96,7.1,9.5,3,2.4,2,False.
FL,102,408,395-6913,no,yes,28,214.7,86,36.5,313.5,110,27,280.3,110,12,13.7,3,3.6,0,False.
AL,107,408,332-3804,no,no,-1,87,95,14.6,107.3,85,9.5,204.3,87,8.5,12.6,4,3.3,1,False.
WV,88,510,421-1326,no,no,-1,131.4,99,22,174.1,128,15,184.2,82,7.8,7.5,3,1.8,5,True.
MI,82,415,415-8200,no,no,-1,135.3,102,23,236.3,122,20.6,118.3,90,4.5,17,5,4.4,,False.
NY,204,415,371-9414,no,no,-1,174.4,85,29.4,253.3,95,21.9,176.4,95,7.2,5.3,4,1.2,6,False.
MS,130,510,347-3895,no,no,-1,203.9,63,34.5,191.2,93,16.4,132.7,124,5.4,11.4,5,2.9,2,False.
MO,174,510,342-5854,no,no,-1,235.6,108,39.9,141.6,143,12.2,316.7,130,13.6,11.8,5,3.2,0,False.
AR,129,415,379-7192,,no,-1,157,113,26.7,256.1,98,22.1,185.5,125,7.9,11.6,3,2.7,2,False.
MS,190,415,394-5753,no,,-1,112.1,55,19,222.1,125,19.2,243.3,80,10.5,9.6,8,2.4,3,
NY,54,510,390-6932,,,-1,236.4,91,40,151.9,130,13.2,160.4,97,6.6,10.5,8,2.8,3,False.
SD,78,408,394-3171,no,no,-1,,88,27.7,282.6,94,24.4,262.2,107,11.1,7.8,10,2.2,0,False.
AK,100,415,394-5202,no,yes,28,213.6,127,36.3,175.3,83,15.3,207.3,99,8.8,8.2,4,2.1,,False.
WV,70,510,348-3777,no,yes,29,143.4,72,24.3,169.1,93,14.8,127.9,67,5.2,9,5,2.4,3,False.
SC,111,510,407-3949,no,no,-1,78.3,119,13.2,197.2,95,17,248.6,93,10.4,11.6,5,3.1,1,False.
VA,117,408,363-4779,no,no,-1,97,98,16.5,227,131,19.7,240.3,110,10.2,10,4,2.6,1,False.
MS,68,415,340-2239,no,no,-1,94.2,93,16,146.8,,12.8,213.5,84,9.3,9.4,,2.5,0,False.
SD,27,510,359-3423,no,no,-1,226.2,95,38.4,273.5,109,23.5,242.9,118,10.3,7.6,4,,2,True.
MN,91,415,382-9297,no,no,-1,133.7,61,22.5,158.1,97,13.8,189.7,91,7.9,9.9,3,2.7,1,False.
AL,181,415,330-9294,no,yes,26,190.3,,32.2,248.3,127,21.5,215.8,81,9,9.9,5,2.7,1,False.
CO,118,415,362-8763,no,yes,35,295.1,106,50.1,164.8,116,14.2,189.2,62,7.8,9.2,6,2.5,3,False.
ME,112,415,403-4816,no,no,-1,185.3,114,31.2,190.6,120,16.5,143.9,77,5.8,9.2,12,2.4,2,False.
GA,93,415,371-2155,no,,,179.6,121,30.5,191.2,132,16.6,165.6,125,6.8,11.5,5,3,0,False.
